"old_id","new_id"
"1_4006_100",1121
"1_4006_110",1122
"1_4006_120",1123
"1_4006_140",1124
"1_4006_150",1125
"1_4006_160",1126
"1_4006_20",1127
"1_4006_30",1128
"1_4006_40",1129
"1_4006_50",1130
"1_4006_60",1131
"1_4006_70",1132
"1_4006_80",1133
"1_4006_90",1134
"1_4007_10",1135
"1_4007_20",1136
"1_4007_30",1137
"1_4008_10",1138
"1_4008_100",1139
"1_4008_110",1140
"1_4008_120",1141
"1_4008_130",1142
"1_4008_140",1143
"1_4008_150",1144
"1_4008_160",1145
"1_4008_170",1146
"1_4008_180",1147
"1_4008_190",1148
"1_4008_20",1149
"1_4008_200",1150
"1_4008_30",1151
"1_4008_40",1152
"1_4008_50",1153
"1_4008_60",1154
"1_4008_70",1155
"1_4008_80",1156
"1_4008_90",1157
"1_4009_10",1158
"1_4009_20",1159
"1_4009_30",1160
"1_4009_40",1161
"1_4009_50",1162
"1_4009_60",1163
"1_4009_70",1164
"1_4010_10",1165
"1_4010_100",1166
"1_4010_110",1167
"1_4010_120",1168
"1_4010_130",1169
"1_4010_20",1170
"1_4010_30",1171
"1_4010_40",1172
"1_4010_50",1173
"1_4010_60",1174
"1_4010_70",1175
"1_4010_80",1176
"1_4010_90",1177
"1_4011_10",1178
"1_4012_10",1179
"1_4012_100",1180
"1_4012_20",1181
"1_4012_30",1182
"1_4012_40",1183
"1_4012_50",1184
"1_4012_60",1185
"1_4012_70",1186
"1_4012_80",1187
"1_4012_90",1188
"1_4014_10",1189
"1_4015_10",1190
"1_4015_20",1191
"1_4015_30",1192
"1_4015_40",1193
"1_4015_50",1194
"1_4015_60",1195
"1_8001_10",1196
"1_8001_250",1197
"1_8001_500",1198
"1_8001_750",1199
"1_8003_10",1200
"1_8003_250",1201
"1_8003_500",1202
"1_8003_750",1203
"1_8005_10",1204
"1_8005_20",1205
"1_8005_250",1206
"1_8005_500",1207
"1_8005_510",1208
"1_8005_750",1209
"1_8007_10",1210
"1_8007_250",1211
"1_8007_500",1212
"1_8007_750",1213
"1_8009_10",1214
"1_8009_250",1215
"1_8009_500",1216
"1_8009_750",1217
"1_8011_500",1218
"1_8011_510",1219
"1_8011_750",1220
"1_8011_760",1221
"1_8013_10",1222
"1_8013_250",1223
"1_8013_500",1224
"1_8013_750",1225
"1_8015_10",1226
"1_8015_250",1227
"1_8015_500",1228
"1_8015_750",1229
"1_A010_10",1230
"1_A011_10",1231
"1_A012_10",1232
"1_A012_20",1233
"1_A012_30",1234
"1_A013_10",1235
"1_A013_20",1236
"1_A013_30",1237
"1_A013_40",1238
"1_A014_10",1239
"1_A014_20",1240
"1_A014_30",1241
"1_A014_40",1242
"1_A015_10",1243
"1_A015_20",1244
"1_A015_30",1245
"1_A015_40",1246
"1_A016_10",1247
"1_A016_20",1248
"1_A016_30",1249
"1_A017_10",1250
"1_A017_20",1251
"1_A018_10",1252
"1_A018_20",1253
"1_A018_30",1254
"1_A019_10",1255
"1_A279_10",1256
"1_A279_20",1257
"1_A279_30",1258
"1_A279_40",1259
"1_A279_50",1260
"10_0008_10",1261
"10_0008_100",1262
"10_0008_101",1263
"10_0008_11",1264
"10_0008_110",1265
"10_0008_111",1266
"10_0008_120",1267
"10_0008_121",1268
"10_0008_130",1269
"10_0008_131",1270
"10_0008_140",1271
"10_0008_141",1272
"10_0008_150",1273
"10_0008_151",1274
"10_0008_160",1275
"10_0008_161",1276
"10_0008_170",1277
"10_0008_171",1278
"10_0008_180",1279
"10_0008_181",1280
"10_0008_190",1281
"10_0008_191",1282
"10_0008_20",1283
"10_0008_200",1284
"10_0008_201",1285
"10_0008_21",1286
"10_0008_210",1287
"10_0008_211",1288
"10_0008_220",1289
"10_0008_221",1290
"10_0008_230",1291
"10_0008_231",1292
"10_0008_240",1293
"10_0008_241",1294
"10_0008_250",1295
"10_0008_251",1296
"10_0008_260",1297
"10_0008_261",1298
"10_0008_270",1299
"10_0008_271",1300
"10_0008_280",1301
"10_0008_281",1302
"10_0008_290",1303
"10_0008_291",1304
"10_0008_30",1305
"10_0008_300",1306
"10_0008_301",1307
"10_0008_31",1308
"10_0008_310",1309
"10_0008_311",1310
"10_0008_322",1311
"10_0008_323",1312
"10_0008_340",1313
"10_0008_350",1314
"10_0008_360",1315
"10_0008_370",1316
"10_0008_380",1317
"10_0008_381",1318
"10_0008_390",1319
"10_0008_391",1320
"10_0008_40",1321
"10_0008_400",1322
"10_0008_401",1323
"10_0008_41",1324
"10_0008_410",1325
"10_0008_411",1326
"10_0008_420",1327
"10_0008_421",1328
"10_0008_430",1329
"10_0008_440",1330
"10_0008_450",1331
"10_0008_460",1332
"10_0008_470",1333
"10_0008_480",1334
"10_0008_490",1335
"10_0008_50",1336
"10_0008_500",1337
"10_0008_51",1338
"10_0008_510",1339
"10_0008_520",1340
"10_0008_530",1341
"10_0008_540",1342
"10_0008_550",1343
"10_0008_560",1344
"10_0008_570",1345
"10_0008_580",1346
"10_0008_590",1347
"10_0008_60",1348
"10_0008_600",1349
"10_0008_61",1350
"10_0008_610",1351
"10_0008_620",1352
"10_0008_640",1353
"10_0008_650",1354
"10_0008_660",1355
"10_0008_670",1356
"10_0008_680",1357
"10_0008_690",1358
"10_0008_70",1359
